NCBI	gene	pHaplo	pTriplo	Domino
100131211	TMEM194B	0.347117104273083	0.248585365405365	NA
100131244	ANKRD63	0.627936473223027	0.80724900411548	0.16321724
100131378	C11orf91	0.249735061302849	0.259489676942006	0.11877818
100131390	SP9	0.847359779202782	0.97516354788253	0.65235248
100131439	CD300LD	0.242153100166746	0.054956400815792	0.06552507
100131801	PET100	0.207240510315443	0.288629360330514	0.19343554
100131827	ZNF717	0.0882701588793417	0.0667133933174826	0.10156791
100131897	FAM196B	0.923695783707425	0.464862458529613	NA
100131897	INSYN2B	NA	NA	0.12302928
100131902	KRTAP25-1	NA	NA	0.11672771
100131980	ZNF705G	0.068312238811487	0.0949003047863446	0.18708716
100131997	FAM27E3	0.105860856058127	0.180536630579517	NA
100132074	FOXO6	0.799275526608641	0.579301836772236	0.15575174
100132386	KRTAP4-9	0.0643782457960179	0.271446851288892	0.13152641
100132396	ZNF705B	0.112816487546708	0.161861173281177	0.12947605
100132406	NBPF10	0.0728658638649149	0.0785830958192858	0.06545877
100132406	NBPF9	0.0899655210108692	0.118697712453003	0.07578462
100132463	CLDN24	NA	NA	0.18817558
100132476	KRTAP4-7	0.0732233771048399	0.365889506243146	0.13315137
100132707	PAXIP1-AS2	0.607265731887608	0.137750830066584	NA
100132916	FAM159B	0.0631326495767915	0.0503856125252691	NA
100132916	SHISAL2B	NA	NA	0.15338347
100132948	FAM27A	0.200643620298824	0.543708454532008	NA
100133093	FAM25B	0.0777976608379279	0.350373974291423	NA
100133093	FAM25G	0.0834095542852682	0.358011491407044	NA
100133121	FAM27B	0.0734794693026124	0.112809697461205	NA
100133204	C9orf147	0.558894320914218	0.294203753664876	NA
100133251	PRR23D1	NA	NA	0.12059719
100134938	UPK3BL	0.167042029109727	0.187529111982714	NA
100134938	UPK3BL1	NA	NA	0.11182763
100137047	JMJD7	0.087537617497575	0.529498021199601	0.05856053
100137049	PLA2G4B	0.177988284928998	0.323593268725899	0.12017328
10014	HDAC5	0.878808542739768	0.980783703600605	0.99841839
100141515	C17orf99	0.76433674668279	0.420275704167889	0.08269598
100142659	CTAGE8	0.074645717003467	0.23963987254213	NA
100144748	KLLN	0.46245302618216	0.285432554420459	0.13613331
10015	PDCD6IP	0.917730957882129	0.721217596485025	0.99816286
100151643	KRTAP20-4	0.0187850758772673	0.0774104386518731	NA
10016	ALG2	0.423491991950063	0.492838308680882	0.07435749
10016	PDCD6	0.779721873257174	0.503126104882464	0.22966565
100169851	PATE3	0.0603039406392471	0.0635997386226903	0
10017	BCL2L10	0.416589592254294	0.14887513770265	0.15406882
100170229	SRRM5	0.411483122117002	0.364961434227835	0.16648141
100170765	C19orf69	0.244687419442442	0.260573948879823	NA
100170765	ERICH4	NA	NA	0.11078007
100170841	C17orf96	0.615283859314117	0.671279288848374	NA
100170841	EPOP	NA	NA	0.23615857
10018	BCL2L11	0.829375328055244	0.648243228571147	0.96608922
10019	SH2B3	0.457717058950828	0.28041043110426	0.26598513
100190949	C5orf52	0.280926015842546	0.139349093138778	0
100191040	C2CD4D	0.19115107170459	0.563927582180133	0.14822786
1002	CDH4	0.991278739496345	0.373949544665002	0.82453669
10020	GNE	0.545368966349507	0.794526468180505	0.38556147
10021	HCN4	0.970762692362548	0.989458106373066	0.94545844
10022	INSL5	0.0466683431300411	0.131425043787353	0.12121093
10023	FRAT1	0.414713098591122	0.597153951497197	0.85502484
10024	TROAP	0.165466626540119	0.222343130032017	0.08237086
10025	MED16	0.222792743635649	0.32998966277992	0.10995468
10026	PIGK	0.0990139571192379	0.248894071885421	0.04802779
100271715	ARHGEF33	0.393447122445151	0.239735870538691	0.16684684
100271846	ERVV-2	0.0684189500433936	0.0719650823060616	0.12301907
100271849	MEF2B	0.169312181224383	0.382441761404488	0.46475428
100271927	RASA4B	0.266520343791807	0.349538000628224	0.25849412
100287045	FAM90A26	NA	NA	0.06116622
100287178	USP17L11	NA	NA	0.10296949
100287226	ZNF729	0.0743733977827392	0.0568140238702184	0.08493118
100287238	USP17L13	NA	NA	0.10776838
100287284	MANSC4	0.134168516793068	0.0956460062414043	0.10627354
100287327	USP17L17	NA	NA	0.10584853
100287362	PRSS46	0.12940359114296	0.354401419065905	NA
100287364	USP17L18	NA	NA	0.11371525
100287482	SMKR1	0.320674481892509	0.188585844956857	0.10760378
100287513	USP17L22	NA	NA	0.10584853
100287718	ANKRD66	0.241197950671775	0.163654195851205	0.10110635
100287898	TTC34	NA	NA	0.1062647
100287932	TIMM23	0.0780469427382302	0.365503191145166	0.08292737
100288072	SDR42E2	0.118973671555173	0.23555423754479	0
100288142	NBPF20	0.0966232327601519	0.0670745264720059	0.05685363
100288287	KRTAP22-2	NA	NA	0.08784302
100288323	KRTAP21-3	NA	NA	0.12093678
100288332	NPIPA5	0.154491404454343	0.095722783701207	0.17469524
100288413	ERVMER34-1	0.226178185901959	0.220695882106984	0.10196078
100288470	REXO1L11P	0.0406570179530042	0.487555464307077	NA
100288485	MTRNR2L7	NA	NA	0.11741421
100288500	REXO1L10P	0.100243325781632	0.553741758195402	NA
100288520	USP17L15	0.0799353064624256	0.160606303697028	0.103013
100288797	TMEM239	0.670946683435955	0.126990596614453	0.14097408
100288801	FRG2C	0.28389940609243	0.357438587210371	NA
100289124	FAM27E1	0.0511537707483538	0.131128100833057	NA
100289124	FAM27E2	0.0882562867943367	0.268298581834737	NA
100289462	DEFB4B	NA	NA	0.09535212
100289635	ZNF605	0.234963782578299	0.0489445729700847	0.40200416
100289678	ZNF783	0.600944038536126	0.565759673682854	0.09252581
100293516	ZNF587B	0.500094234153208	0.516013393201086	0.07578018
1003	CDH5	0.746864166258931	0.697042633735133	0.71079254
100302652	GPR75-ASB3	0.154677357873564	0.219046977778227	NA
100302736	TMED7-TICAM2	0.333425316081618	0.24686635358723	NA
100303453	TSNAX-DISC1	0.548802173521923	0.312812300021509	NA
100303755	PET117	0.1859464986662	0.393581717170686	0.09250581
100303755	PET117	0.1859464986662	0.393581717170686	0.15553794
100310812	SPDYE2B	0.132298961554342	0.427365469475959	0.11798437
100310846	ANKRD61	0.791892071958541	0.962395721971422	0.12754379
100316904	SAP25	0.200634980300996	0.312499425306154	0.12114029
10036	CHAF1A	0.982299731050142	0.684809292148334	0.23966035
100379661	GRIK1-AS2	0.0863616857109329	0.16647021060231	NA
10038	PARP2	0.218705208325208	0.236406232036218	0.26500923
100381270	ZBED6	0.272015694645841	0.797554167672191	0.31852365
10039	PARP3	0.139946607656101	0.432293635203486	0.15999338
1004	CDH6	0.912550736347318	0.684926835581894	0.95997287
10040	TOM1L1	0.675914651111198	0.42257275969606	0.06390293
10042	HMGXB4	0.936077547890432	0.650441360597526	0.20518534
100423062	IGLL5	0.0638480417659515	0.0520828601522262	0.06598439
10043	TOM1	0.516405375376418	0.881973291886886	0.10250846
100431172	KLRF2	0.193986928308589	0.208361742883762	0.12169846
10044	SH2D3C	0.746796441457148	0.641287430045835	0.32179332
10045	SH2D3A	0.410198612195358	0.383349978079187	0.11808474
100462977	MTRNR2L1	0.0974468066355257	0.120362305431866	0.11125833
100462981	MTRNR2L2	0.278699926671089	0.223968758937007	NA
100462983	MTRNR2L3	0.531607936099267	0.306161819640136	0.12435697
100463285	MTRNR2L4	0.144403314341566	0.0314240720404015	0.11696523
100463289	MTRNR2L5	0.0565457245198084	0.119584544532485	0.12254219
100463482	MTRNR2L6	NA	NA	0.12520903
100463486	MTRNR2L8	0.572649797485944	0.254809359990899	0.12358239
100463487	MTRNR2L9	0.0210494016772921	0.0280336168863784	NA
100463498	MTRNR2L12	0.0636160005697023	0.156127698771765	NA
10047	CST8	0.0592139235315977	0.0402588373448202	0.06786298
10048	RANBP9	0.988766640191901	0.95451914306292	0.99879864
10049	DNAJB6	0.984241409744255	0.652097870908297	0.38010236
100499483	CCDC180	0.150505490563386	0.451502769398822	0.07632986
10050	SLC17A4	0.170467390550541	0.329737563426441	0.06612369
100500804	MIR3654	0.357282865007311	0.345709523979353	NA
100500938	CCDC179	0.143095481320446	0.0643484314488949	0.12782293
100505385	IQCJ-SCHIP1	0.578993500105784	0.467738277244108	NA
100505591	LRRC3C	0.124229708858897	0.246545490121563	0.20686282
100505621	C11orf72	0.137948037093893	0.100442374518998	NA
100505705	SDIM1	0.365775520891134	0.0913106234184967	0.06116622
100505724	KRTAP9-7	NA	NA	0.099225
100505876	CEBPZOS	NA	NA	0
100505929	C21orf37	0.348990938453736	0.172780052135204	NA
100505993	TMEM210	0.741781783423254	0.259553851869122	0.10023997
100506012	PPP5D1	0.389522968872417	0.332558819726956	0.13608454
100506049	LRRC72	0.473223265682868	0.137681013316046	0.16366086
100506084	ARL17B	0.384740574299493	0.425271231718482	0.10975577
100506144	TMEM35B	NA	NA	0.12305787
100506144	ZMYM6NB	0.254396342704223	0.223744712780497	NA
100506243	KRBOX1	0.209030094313243	0.0944215047159176	0.12650677
100506380	C7orf13	0.285315085400506	0.142405125447322	NA
100506564	THEGL	0.08933495695478	0.27096674746369	0.14377775
100506581	C16orf95	0.588038543798283	0.189414517409375	0.16103787
100506650	C17orf112	0.0799225722406152	0.176225019375682	NA
100506658	OCLN	0.299392605753667	0.383059939947562	0.43990184
100506736	SLFN12L	0.205247090051033	0.252987578983689	0.07460678
100506742	CASP12	0.131564444343131	0.0616071090710409	0.13965823
100506888	ELOA3D	NA	NA	0.0965326
100506888	TCEB3CL2	0.0551210027310205	0.569114877535373	NA
100507003	GFY	NA	NA	0.06116622
100507050	TPBGL	0.353562414021872	0.0784225199991137	0.20061722
100507135	SPG20OS	0.090374947860642	0.0800716358917285	NA
100507203	SMLR1	0.175359660158385	0.110004065627898	0.102072
100507249	C8orf17	0.0925216593439928	0.0725576098651287	NA
100507290	ZNF865	0.397002856717233	0.89122469823976	0.143074
100507341	SMIM18	0.108175349138338	0.0682338262653148	0.13261309
100507410	C1QTNF1-AS1	0.800919476937636	0.991623964302204	NA
100507421	TMEM178B	0.877314666483485	0.844666860562247	0.34299604
100507436	MICA	0.119906891372065	0.508827365599408	0.0581041
100507588	TGFBR3L	0.465341133603181	0.854081465334047	0.0694726
100507607	NPIPB9	0.0724811538352238	0.202008556767891	0.06116622
100507608	KRTAP9-6	NA	NA	0.10235869
100507650	C14orf164	0.199063263301293	0.383695594263301	NA
100507650	RNF212B	NA	NA	0.20196037
100507679	MUC22	0.129403730430173	0.553780975358448	0.08466477
10051	SMC4	0.828721422981088	0.417054687267017	0.60124457
10052	GJC1	0.694945492313088	0.820803733670009	0.67344382
100526664	LY75-CD302	0.118451108942349	0.145043322624635	NA
100526693	ARPC4-TTLL3	0.566049807605759	0.222989784632151	NA
100526694	MSANTD3-TMEFF1	0.405710758880397	0.439351654033467	NA
100526737	RBM14-RBM4	0.455154937219766	0.741836898766241	NA
100526739	APITD1-CORT	0.405764753740832	0.102144793186329	NA
100526740	ATP5J2-PTCD1	0.144864592644784	0.348347298580959	NA
100526761	CCDC169-SOHLH2	0.0952132574219716	0.407077310379533	NA
100526767	RNF103-CHMP3	0.0809829799194365	0.976502205361375	NA
100526772	TMEM110-MUSTN1	0.104569138760949	0.265903600626269	NA
100526783	C15orf38-AP3S2	0.320832999455552	0.25100092836494	NA
100526794	NT5C1B-RDH14	0.242908227308872	0.111984619284557	NA
100526825	INMT-FAM188B	0.22715693202396	0.375345957721954	NA
100526835	FPGT-TNNI3K	0.0333315917352032	0.0755468944674338	NA
100526836	BLOC1S5-TXNDC5	0.734059945616744	0.356839682437587	NA
100526837	EEF1E1-BLOC1S5	0.823381387167393	0.203194222929922	NA
100526842	RPL17-C18orf32	0.777133966722143	0.316749643170946	NA
100527943	TGIF2-C20orf24	0.39294215935147	0.610055707647437	NA
100527960	MROH7-TTC4	0.238254456829079	0.10066256145553	NA
100527963	PMF1-BGLAP	0.0450504760129613	0.292960233196868	NA
100528007	C10orf32-ASMT	0.258147095029901	0.261154555588029	NA
100528016	TMX2-CTNND1	0.109126138047894	0.33171045821154	NA
100528019	HSPB2-C11orf52	0.560276060530852	0.241105271236367	NA
100528020	FAM187A	0.14817491420786	0.361510835766662	0.05363135
100528021	ST20-MTHFS	0.403647165092098	0.186359558231784	NA
100528030	POC1B-GALNT4	0.497109039193961	0.429829257772383	NA
100528032	KLRC4-KLRK1	0.189983936908611	0.181971037186862	NA
100529063	BCL2L2-PABPN1	0.345648871641853	0.866101375283376	NA
100529144	CORO7-PAM16	0.231415867819717	0.0712993947613061	NA
100529207	RAD51L3-RFFL	0.140699717334268	0.360416846469863	NA
100529209	RNASEK-C17orf49	0.571516336276938	0.333369957561024	NA
100529211	C17orf61-PLSCR3	0.284706388637621	0.312821699076541	NA
100529211	TMEM256-PLSCR3	0.481653784755142	0.470474499694368	NA
100529239	RPS10-NUDT3	0.533126069548205	0.847515132640168	NA
100529241	HSPE1-MOB4	0.742661463028744	0.80712720326113	NA
100529251	CKLF-CMTM1	0.404722351929723	0.108240845023512	NA
100529261	CHURC1-FNTB	0.435492683463231	0.36292099548776	NA
100529262	MIA-RAB4B	0.102412296470604	0.42814213233419	NA
100529264	RAB4B-EGLN2	0.177001401492654	0.312819272886624	NA
100529855	ZNF625-ZNF20	0.12442929434411	0.169981199236569	NA
10053	AP1M2	0.496320337360647	0.447010313410899	0.09125039
100532726	NDUFC2-KCTD14	0.287538676500903	0.1801209917131	NA
100532731	COMMD3-BMI1	0.579541635855082	0.610046490372845	NA
100532732	MSH5-SAPCD1	0.243790296819443	0.285224808163969	NA
100532736	MINOS1-NBL1	0.415508832306593	0.955977049537143	NA
100532737	ATP6V1G2-DDX39B	0.211184200032659	0.2999553816403	NA
100532746	PPT2-EGFL8	0.223883386108742	0.360201877320134	NA
100533106	ZHX1-C8ORF76	0.68111851364839	0.241579598314956	NA
100533107	RTEL1-TNFRSF6B	0.311022195324348	0.129622474320786	NA
100533177	KRTAP29-1	0.0921169102661618	0.438043400971761	0.1197382
100533179	UBE2F-SCLY	0.772381043360133	0.173400743931249	NA
100533181	FXYD6-FXYD2	0.535474695577191	0.131185760002037	NA
100533184	ARHGAP19-SLIT1	0.367888079372581	0.216655152856252	NA
100533467	BIVM-ERCC5	0.562184399706052	0.163736227704167	NA
100533496	TVP23C-CDRT4	0.1475378815821	0.194778136007854	NA
100533952	RBAK-RBAKDN	0.47787234032791	0.133925845982805	NA
100533970	P2RX5-TAX1BP3	0.475350328424036	0.212334018257447	NA
100533990	APOC4-APOC2	0.159227657668237	0.198045833946188	NA
100534592	URGCP-MRPS24	0.120654659376651	0.279855298368898	NA
100534593	STX16-NPEPL1	0.856869801522758	0.43263518339635	NA
100534595	HNRNPUL2-BSCL2	0.338613554566895	0.286370396796644	NA
100534599	ISY1-RAB43	0.688430461165579	0.786916634320345	NA
10054	UBA2	0.947859362742698	0.997216557357817	0.94347085
10055	SAE1	0.87720056360303	0.584363551646429	0.08814951
10056	FARSB	0.917192969073974	0.751360453673335	0.12278219
10057	ABCC5	0.800600112423946	0.657293574997353	0.80862924
10058	ABCB6	0.337149731123352	0.497817603630733	0.24770928
10059	DNM1L	0.764392397878157	0.802093091421533	0.45035114
1006	CDH8	0.772301293960527	0.320081829105932	0.93526608
10060	ABCC9	0.65299112147333	0.994889507136155	0.28622059
10061	ABCF2	0.786288668670379	0.927239833724143	0.62401946
10062	NR1H3	0.483216505092678	0.874026866316657	0.76552133
10063	COX17	0.17339846766659	0.472723061883089	0.1946484
100631383	FAM47E-STBD1	0.297375741333308	0.477864444954832	NA
100652740	C16orf98	0.158288176936257	0.498979974747629	NA
100652748	TIMM23B	0.0777049608966319	0.252863216576326	0.06116622
100653515	CEP295NL	NA	NA	0.06116622
10066	SCAMP2	0.374881324806965	0.513661983117659	0.13891089
10067	SCAMP3	0.0823564037237692	0.609784740034642	0.09020559
10068	IL18BP	0.089496065256265	0.19261447106279	0.06928129
10069	RWDD2B	NA	NA	0.07438831
1007	CDH9	0.320952151937278	0.146483662726729	0.87693379
10071	MUC12	NA	NA	0.09960919
10072	DPP3	0.120332842089303	0.796543349065555	0.11691584
10073	SNUPN	0.187996732136169	0.612978357564908	0.36891599
10076	PTPRU	0.947551124764587	0.79943881035793	0.96918325
10077	TSPAN32	0.301185466865743	0.0696631798555223	0.05004311
10078	TSSC4	0.202974114132453	0.421206519661453	0.09742226
10079	ATP9A	0.972636971752786	0.599347644953626	0.41360034
1008	CDH10	0.27411892213779	0.154272524991623	0.45726803
10081	PDCD7	0.250572934558295	0.400460362058919	0.26686745
10082	GPC6	0.747841119952532	0.218999061983582	0.67240263
100820829	MYZAP	0.113105320526806	0.0883666655442537	0.08682991
10083	USH1C	0.675109978586656	0.252175197140326	0.05424139
10085	EDIL3	0.312379503470641	0.239636758929202	0.3117394
10086	HHLA1	0.211231916168941	0.154808920766608	0.05018406
100861412	FSBP	0.178264435913012	0.195557326599459	0.19704112
10087	COL4A3BP	0.711846973906215	0.61604947788374	0.84851797
100885848	PTGES3L	0.0921551719577728	0.347056107011035	0.05587758
100885850	PTGES3L-AARSD1	0.0545736762928393	0.192659407119372	NA
10089	KCNK7	0.140262060390546	0.781336092142521	0.07017831
1009	CDH11	0.981917659224804	0.388280598364978	0.96537197
10090	UST	0.919052678034386	0.657309916979519	0.91825801
10092	ARPC5	0.891838352978635	0.293247110471484	0.65969704
10093	ARPC4	0.958238983589301	0.890606386871375	0.27718825
10094	ARPC3	0.521184474262842	0.184618968983434	0.28585005
10095	ARPC1B	0.208385103549374	0.493457416735794	0.12817477
10096	ACTR3	0.80407795873979	0.872623035981413	0.99143526
10097	ACTR2	0.963266580869761	0.670106114170703	0.96444457
10098	TSPAN5	0.517347064069519	0.395766470213609	0.55363222
10099	TSPAN3	0.481206959232255	0.229816126008584	0.09991451
100996295	DNAH17-AS1	0.268608203482231	0.138623239436344	NA
100996331	POTEB	0.0556751594139986	0.215976482929346	0.14094455
100996331	POTEB2	0.14147611948669	0.340913093940069	0.26579818
100996488	FKSG48	0.167161303520022	0.31048645743029	NA
100996717	NOTCH2NL	0.395379686218761	0.856209954907966	NA
100996717	NOTCH2NLA	NA	NA	0.09491123
100996928	C7orf55-LUC7L2	0.968037941632985	0.735903803706161	NA
100996939	PYURF	0.166460068713303	0.275758276299537	0.15439988
101	ADAM8	0.846675924969947	0.322470493116202	0.06309781
1010	CDH12	0.178275726211777	0.194887748229177	0.11392413
10100	TSPAN2	0.187382479644826	0.236765453322716	0.06304693
10101	NUBP1	0.431651216182199	0.236062351545738	0.06813144
10101	NUBP2	0.219555029819859	0.357444209422414	0.06129137
10102	TSFM	0.122281927714537	0.411463211258036	0.20199576
10103	TSPAN1	0.589661601366139	0.134140298106163	0.07586539
10105	PPIF	0.226595525246569	0.691874665402429	0.39038605
101055625	OVCH1-AS1	0.323526702373446	0.321081212013142	NA
101059918	GOLGA8R	0.099143836617571	0.11981339384232	0
101059953	NPIPA7	0.107134497133924	0.131167325113325	0.1015577
101059953	NPIPA8	0.0692242490597641	0.229185918455829	0
10106	CTDSP2	0.325985215333744	0.865210172536284	0.226327
101060200	ZNF891	0.155803183631725	0.0206809552419443	0.11277148
101060389	TBC1D3H	0.0830486042418181	0.497221050098161	0.11629243
10107	TRIM10	0.313481235351924	0.413512124382261	0.06395337
10109	ARPC2	0.976571914907307	0.871248113483405	0.95202965
10111	RAD50	0.488062264965581	0.593222023625307	0.5934248
10112	KIF20A	0.5540556051962	0.378138374641897	0.09675832
10113	PREB	0.112703724775102	0.617334536656246	0.0797894
10114	HIPK3	0.858020985043092	0.341759086458083	0.90864972
10116	FEM1B	0.769480898171311	0.913814108427475	0.55514264
10117	ENAM	0.124752114250576	0.240203860716654	0.1309707
1012	CDH13	0.838266879111682	0.245057674647095	0.33759466
10120	ACTR1B	0.148473856010481	0.492130556233697	0.41513753
10121	ACTR1A	0.886623799927889	0.994166722688131	0.98827221
10123	ARL4C	0.855558709863861	0.462674744273015	0.43905119
10124	ARL4A	0.678076822903753	0.508663435542535	0.21710387
101241878	USP17L23	NA	NA	0.06116622
101243544	ERCC6-PGBD3	0.120229077277783	0.32829785933652	NA
10125	RASGRP1	0.879171854782142	0.656320105252865	0.48451638
10126	DNAL4	0.15373554953998	0.327914007908383	0.30365344
10127	ZNF263	0.203375203769562	0.0478369765126841	0.08025507
10128	LRPPRC	0.50076064604128	0.127213251511887	0.05525671
10129	FRY	0.981371962695252	0.512815758086486	0.70667055
1013	CDH15	0.547658848881354	0.0827159041492319	0.33873944
10130	PDIA6	0.90767741647934	0.565135019807933	0.0817937
10131	TRAP1	0.245477666574046	0.359291232806808	0.79289546
10133	OPTN	0.383702454584764	0.601562608805229	0.22080499
10135	NAMPT	0.767103828913275	0.510421826463435	0.78211405
10136	CELA3A	0.534254507812273	0.496500472589286	0.09165944
101362076	GVQW1	0.338796674884173	0.364306030437438	0.06116622
10137	RBM12	0.37222961119119	0.749241177436453	0.26224567
10138	YAF2	0.391325943154662	0.691093905705263	0.86036247
10139	ARFRP1	0.282491950441652	0.244909741548582	0.06867321
10140	TOB1	0.714613894880135	0.82263068111864	0.98596969
10141	C4orf6	0.143071760787081	0.0330216980748955	NA
10142	AKAP9	0.729262503779576	0.641175237456204	0.37357809
10143	CLEC3A	0.0543428433003428	0.0258217953851362	0.103275
10144	FAM13A	0.106522785645257	0.278869576335965	0.07393712
10146	G3BP1	0.916503739138763	0.946119774340448	0.8819835
10147	SUGP2	0.780857985554055	0.893722238819151	0.28274118
10148	EBI3	0.577192926104501	0.0992126691136725	0.06271518
1015	CDH16	0.652447493010179	0.204934583602452	0.1003926
1015	CDH17	0.199618232747622	0.38950190760388	0.29243091
10150	MBNL2	0.945425409491642	0.636185839016852	0.62113838
10152	ABI2	0.893158839832843	0.749207253932906	0.79278715
10154	PLXNC1	0.997047615758192	0.967636031061834	0.89388496
10155	TRIM28	0.956396049883751	0.944853259809467	0.98750293
10156	RASA4	0.378268968334227	0.386608633228932	0.2135545
10157	AASS	0.407937703380629	0.195051311761144	0.06263393
10158	PDZK1IP1	0.361873790941184	0.143130904042111	0.0755012
1016	CDH18	0.300232063546507	0.0616935448415323	0.51066024
1016	CDH24	0.122033305579394	0.420455406993865	0.17758789
10160	FARP1	0.965741325155173	0.678174882143665	0.10996685
10161	LPAR6	0.0826117343162931	0.170000088196615	0.19194824
10162	LPCAT3	0.925072408100728	0.921208335297962	0.49254529
10163	WASF2	0.888037247813037	0.93219548424404	0.66774078
10164	CHST4	0.143914663756425	0.226174781648485	0.11118351
10165	SLC25A13	0.43654986989146	0.513246137951392	0.11391957
10166	SLC25A15	0.282286884549196	0.269259104753226	0.07772647
10168	ZNF197	0.233793485488784	0.283983242753067	0.15838777
10169	SERF2	0.268287533575774	0.31442573632063	0.1278252
1017	CDK2	0.299511928217924	0.934425903943534	0.99881093
10170	DHRS9	0.10590337181382	0.113143922460921	0.11862681
10171	RCL1	0.938000428341386	0.217633619834983	0.36611968
10172	ZNF256	0.168328049240247	0.0222513215598879	0.07046135
101730217	SPECC1L-ADORA2A	0.449251047460667	0.275704122731199	NA
10174	SORBS3	0.209753339694959	0.391226721140388	0.46877052
10175	CNIH1	0.569142416518862	0.466263054098936	0.55078894
10178	TEN1	0.726890911487184	0.63365755383025	0.14524391
10179	RBM7	0.911928712094223	0.684812376498027	0.17786894
1018	CDK3	0.321587694360732	0.541851039400154	0.20683714
10180	RBM6	0.831069736545384	0.804593059621667	0.60330431
10181	RBM5	0.795749381131047	0.983389773974303	0.99545131
10184	LHFPL2	0.342831960682132	0.492200050586158	0.17081605
10186	LHFP	0.399082897662645	0.312369349817091	NA
10186	LHFPL6	NA	NA	0.23318118
10188	TNK2	0.405087359811896	0.340481635836828	0.68662125
10189	ALYREF	0.86296512422485	0.953880090435504	0.99938011
1019	CDK4	0.214569606428342	0.895899418911289	0.99750263
